MCCCD,MemberCardNumber,CreatedDate,SupportEmp,MemberCardRank,MemberCardPoints,MemberCardAcquiredRankDate
0000078135,MC29049,2023-03-28 00:00:00,01344,SILVER,20,2023-04-29 00:00:00
0000078136,MC40237,2021-03-01 00:00:00,02392,MEMBER,17,2022-02-26 00:00:00
0000078137,MC35050,2022-05-04 00:00:00,02784,GOLD,32,2023-03-12 00:00:00
0000078140,MC44955,2023-08-01 00:00:00,02929,GOLD,90,2024-06-23 00:00:00
0000078141,MC43055,2019-03-10 00:00:00,00030,MEMBER,63,2019-05-18 00:00:00
0000078142,MC70869,2021-09-12 00:00:00,03197,GOLD,97,2022-08-06 00:00:00
0000078143,MC94246,2021-11-18 00:00:00,00714,MEMBER,48,2022-04-19 00:00:00
0000078146,MC14610,2023-11-01 00:00:00,00583,GOLD,49,2024-09-11 00:00:00
0000078148,MC75489,2022-08-08 00:00:00,01302,SILVER,91,2023-01-30 00:00:00
0000078149,MC90931,2020-02-24 00:00:00,03352,MEMBER,83,2020-05-21 00:00:00
0000078154,MC67259,2021-11-02 00:00:00,01371,SILVER,36,2022-10-26 00:00:00
0000078156,MC79476,2022-11-22 00:00:00,02305,GOLD,3,2023-10-01 00:00:00
0000078158,MC98270,2021-01-24 00:00:00,00299,SILVER,58,2021-11-01 00:00:00
0000078160,MC67905,2018-11-13 00:00:00,02814,GOLD,67,2019-03-25 00:00:00
0000078162,MC27427,2020-04-13 00:00:00,00074,GOLD,15,2020-07-14 00:00:00
0000078163,MC77606,2022-05-22 00:00:00,01864,MEMBER,52,2022-12-04 00:00:00
0000078164,MC58120,2017-10-30 00:00:00,01934,SILVER,6,2018-02-19 00:00:00
0000078165,MC29321,2021-07-08 00:00:00,04355,MEMBER,53,2021-09-12 00:00:00
0000078167,MC66990,2017-06-16 00:00:00,04225,SILVER,83,2018-03-14 00:00:00
0000078171,MC39225,2021-11-17 00:00:00,01723,GOLD,91,2022-10-30 00:00:00
0000078173,MC48221,2016-01-05 00:00:00,04760,MEMBER,29,2016-05-21 00:00:00
0000078176,MC50567,2017-12-16 00:00:00,00797,SILVER,2,2018-01-26 00:00:00
0000078177,MC74925,2022-07-12 00:00:00,04293,MEMBER,16,2022-11-25 00:00:00
0000078180,MC97615,2022-12-03 00:00:00,03729,MEMBER,34,2023-10-30 00:00:00
0000078184,MC17208,2019-01-08 00:00:00,00689,SILVER,35,2019-10-31 00:00:00
0000078186,MC76796,2021-10-06 00:00:00,04639,SILVER,32,2022-01-20 00:00:00
0000078188,MC48457,2017-02-12 00:00:00,01183,SILVER,43,2017-08-02 00:00:00
0000078189,MC93571,2015-03-11 00:00:00,01756,SILVER,72,2016-02-11 00:00:00
0000078190,MC66760,2017-05-13 00:00:00,03207,SILVER,48,2018-02-06 00:00:00
0000078192,MC75876,2020-10-21 00:00:00,03841,SILVER,30,2021-02-22 00:00:00
0000078193,MC76163,2015-06-07 00:00:00,00244,SILVER,25,2016-02-10 00:00:00
0000078196,MC99240,2020-03-20 00:00:00,04923,MEMBER,40,2020-07-12 00:00:00
0000078199,MC92081,2022-01-28 00:00:00,04012,SILVER,39,2022-05-19 00:00:00
0000078201,MC92247,2022-08-11 00:00:00,04449,GOLD,41,2023-07-25 00:00:00
0000078204,MC89826,2018-07-18 00:00:00,02829,GOLD,28,2018-10-01 00:00:00
0000078207,MC29330,2023-12-12 00:00:00,00913,GOLD,18,2024-11-05 00:00:00
0000078208,MC28055,2023-07-02 00:00:00,04426,MEMBER,59,2023-12-29 00:00:00
0000078210,MC73988,2018-10-18 00:00:00,00100,SILVER,61,2019-03-30 00:00:00
0000078215,MC51555,2015-01-13 00:00:00,01156,MEMBER,16,2015-05-08 00:00:00
0000078217,MC40685,2021-11-06 00:00:00,01166,MEMBER,74,2022-06-16 00:00:00
0000078220,MC64804,2017-03-19 00:00:00,01758,MEMBER,38,2017-10-24 00:00:00
0000078221,MC47381,2015-09-20 00:00:00,04197,GOLD,26,2016-04-18 00:00:00
0000078222,MC38662,2023-06-07 00:00:00,04853,SILVER,95,2024-02-15 00:00:00
0000078228,MC81291,2021-07-25 00:00:00,03366,MEMBER,17,2021-12-27 00:00:00
0000078229,MC22941,2017-04-08 00:00:00,00944,SILVER,5,2018-01-06 00:00:00
0000078235,MC15701,2021-06-12 00:00:00,00598,MEMBER,28,2021-12-18 00:00:00
0000078236,MC13319,2018-03-30 00:00:00,01170,SILVER,17,2019-03-21 00:00:00
0000078239,MC50475,2017-02-08 00:00:00,03994,GOLD,13,2017-10-30 00:00:00
0000078242,MC50054,2015-07-30 00:00:00,01916,MEMBER,12,2015-09-21 00:00:00
0000078244,MC11130,2017-04-15 00:00:00,02995,MEMBER,39,2017-12-30 00:00:00
0000078245,MC41509,2018-01-19 00:00:00,01493,MEMBER,92,2018-02-20 00:00:00
0000078252,MC91060,2016-05-30 00:00:00,04124,SILVER,6,2016-11-03 00:00:00
0000078254,MC82696,2019-10-19 00:00:00,03408,GOLD,98,2020-09-14 00:00:00
0000078255,MC82021,2018-12-06 00:00:00,04083,GOLD,41,2019-08-17 00:00:00
0000078256,MC53646,2022-10-01 00:00:00,04815,GOLD,13,2023-05-19 00:00:00
0000078258,MC71328,2021-04-02 00:00:00,02832,MEMBER,18,2021-10-20 00:00:00
0000078259,MC97480,2018-09-07 00:00:00,00395,GOLD,85,2019-04-15 00:00:00
0000078260,MC20940,2016-03-25 00:00:00,02720,MEMBER,56,2016-08-15 00:00:00
0000078263,MC78724,2021-03-04 00:00:00,02164,SILVER,43,2021-11-18 00:00:00
0000078264,MC86711,2020-11-17 00:00:00,01750,SILVER,87,2021-06-15 00:00:00
0000078265,MC67722,2016-02-07 00:00:00,03554,MEMBER,53,2016-04-19 00:00:00
0000078267,MC25647,2021-10-16 00:00:00,01581,MEMBER,40,2022-07-09 00:00:00
0000078269,MC11796,2021-12-01 00:00:00,01783,GOLD,42,2022-08-06 00:00:00
0000078272,MC95596,2016-10-18 00:00:00,04353,SILVER,3,2017-07-23 00:00:00
0000078273,MC73768,2022-07-19 00:00:00,00923,GOLD,47,2022-09-27 00:00:00
0000078274,MC46248,2021-03-07 00:00:00,00404,GOLD,87,2022-01-26 00:00:00
0000078275,MC78908,2015-12-21 00:00:00,02611,SILVER,9,2016-05-21 00:00:00
0000078276,MC87172,2023-01-06 00:00:00,00855,MEMBER,49,2023-12-15 00:00:00
0000078277,MC40703,2015-07-09 00:00:00,03442,GOLD,13,2016-02-09 00:00:00
0000078280,MC77573,2018-07-18 00:00:00,00150,GOLD,27,2018-10-15 00:00:00
0000078282,MC36686,2021-03-27 00:00:00,02604,SILVER,44,2021-09-19 00:00:00
0000078287,MC67280,2020-02-03 00:00:00,03206,SILVER,57,2020-08-29 00:00:00
0000078289,MC39912,2015-05-19 00:00:00,02660,SILVER,67,2016-03-22 00:00:00
0000078290,MC30415,2020-07-07 00:00:00,01102,GOLD,33,2021-06-23 00:00:00
0000078291,MC23190,2022-12-07 00:00:00,04242,GOLD,34,2023-05-07 00:00:00
0000078293,MC37853,2022-01-25 00:00:00,03934,SILVER,52,2022-10-16 00:00:00
0000078294,MC89333,2015-02-03 00:00:00,01741,GOLD,53,2015-06-05 00:00:00
0000078295,MC54369,2023-12-26 00:00:00,02863,GOLD,51,2024-07-05 00:00:00
0000078297,MC22355,2019-05-21 00:00:00,03635,SILVER,54,2019-10-31 00:00:00
0000078299,MC99815,2015-05-26 00:00:00,03749,GOLD,24,2016-04-07 00:00:00
0000078303,MC80763,2021-04-17 00:00:00,03017,MEMBER,79,2022-02-09 00:00:00
0000078304,MC18535,2016-04-27 00:00:00,02304,MEMBER,85,2016-07-29 00:00:00
0000078306,MC79073,2018-08-06 00:00:00,04786,GOLD,65,2019-04-11 00:00:00
0000078307,MC82927,2023-09-27 00:00:00,02386,MEMBER,62,2024-01-25 00:00:00
0000078309,MC45217,2018-08-16 00:00:00,00807,MEMBER,23,2018-11-11 00:00:00
0000078311,MC53064,2020-11-16 00:00:00,03894,MEMBER,77,2021-02-17 00:00:00
0000078312,MC58243,2016-04-21 00:00:00,03876,MEMBER,66,2016-06-23 00:00:00
0000078317,MC29808,2020-02-24 00:00:00,02671,MEMBER,77,2020-08-14 00:00:00
0000078318,MC50322,2023-04-02 00:00:00,04241,SILVER,35,2023-05-05 00:00:00
0000078319,MC88122,2022-05-25 00:00:00,04190,SILVER,64,2023-04-03 00:00:00
0000078321,MC93420,2021-10-04 00:00:00,01103,GOLD,95,2021-11-06 00:00:00
0000078323,MC47996,2019-04-17 00:00:00,01761,MEMBER,85,2019-09-07 00:00:00
0000078325,MC59582,2022-06-30 00:00:00,00758,SILVER,21,2023-04-29 00:00:00
0000078326,MC45052,2021-04-27 00:00:00,02721,MEMBER,83,2022-04-06 00:00:00
0000078328,MC85889,2019-09-27 00:00:00,02288,SILVER,73,2019-12-13 00:00:00
0000078329,MC61887,2019-07-24 00:00:00,04190,GOLD,52,2019-10-08 00:00:00
0000078330,MC91878,2021-03-28 00:00:00,01740,MEMBER,0,2022-02-02 00:00:00
0000078331,MC94359,2018-06-01 00:00:00,00030,SILVER,2,2019-05-14 00:00:00
0000078336,MC54674,2018-05-17 00:00:00,00225,MEMBER,15,2018-12-04 00:00:00
0000078337,MC42445,2021-03-30 00:00:00,01143,GOLD,68,2021-11-22 00:00:00
0000078341,MC11663,2022-02-02 00:00:00,00441,GOLD,9,2022-04-09 00:00:00
0000078343,MC24099,2018-01-19 00:00:00,04186,SILVER,57,2018-12-01 00:00:00
0000078346,MC57797,2016-07-17 00:00:00,00924,SILVER,46,2017-01-12 00:00:00
0000078347,MC33590,2017-04-11 00:00:00,02242,MEMBER,32,2018-02-13 00:00:00
0000078348,MC60725,2022-07-09 00:00:00,03143,MEMBER,78,2022-11-19 00:00:00
0000078350,MC78175,2017-01-28 00:00:00,02984,SILVER,52,2017-09-14 00:00:00
0000078352,MC71121,2018-07-30 00:00:00,04414,SILVER,37,2019-01-07 00:00:00
0000078353,MC87382,2023-08-20 00:00:00,03189,GOLD,35,2024-04-27 00:00:00
0000078356,MC31126,2023-03-14 00:00:00,01752,SILVER,88,2024-03-13 00:00:00
0000078359,MC85441,2017-10-17 00:00:00,01506,GOLD,14,2018-09-14 00:00:00
0000078360,MC16893,2019-03-03 00:00:00,01767,GOLD,1,2019-09-24 00:00:00
0000078362,MC20204,2020-08-15 00:00:00,00837,GOLD,33,2020-09-14 00:00:00
0000078367,MC94103,2016-05-05 00:00:00,01576,GOLD,12,2017-03-26 00:00:00
0000078368,MC95257,2018-06-10 00:00:00,04158,GOLD,27,2018-11-15 00:00:00
0000078369,MC59753,2017-03-29 00:00:00,01594,SILVER,12,2017-10-02 00:00:00
0000078370,MC40719,2020-11-16 00:00:00,02479,MEMBER,2,2021-01-11 00:00:00
0000078374,MC97272,2015-04-17 00:00:00,02308,MEMBER,66,2015-06-17 00:00:00
0000078375,MC20423,2023-03-31 00:00:00,04430,MEMBER,100,2023-12-03 00:00:00
0000078379,MC82975,2015-01-15 00:00:00,01480,MEMBER,17,2015-06-20 00:00:00
0000078380,MC32980,2019-06-01 00:00:00,03302,GOLD,59,2019-08-01 00:00:00
0000078384,MC78389,2016-06-19 00:00:00,00231,MEMBER,2,2017-01-28 00:00:00
0000078385,MC41558,2018-09-13 00:00:00,01862,MEMBER,40,2019-05-05 00:00:00
0000078386,MC26617,2015-04-15 00:00:00,04272,GOLD,6,2015-07-03 00:00:00
0000078388,MC33579,2021-06-30 00:00:00,02528,MEMBER,22,2022-05-05 00:00:00
0000078389,MC51806,2022-09-20 00:00:00,02825,MEMBER,54,2023-06-24 00:00:00
0000078390,MC40349,2021-09-12 00:00:00,01289,GOLD,66,2022-05-23 00:00:00
0000078391,MC19388,2018-12-28 00:00:00,04321,GOLD,63,2019-03-11 00:00:00
0000078393,MC65308,2016-07-21 00:00:00,01235,MEMBER,66,2017-01-29 00:00:00
0000078395,MC81719,2015-04-25 00:00:00,00569,GOLD,84,2015-09-29 00:00:00
0000078396,MC65531,2018-02-15 00:00:00,03589,MEMBER,79,2018-03-22 00:00:00
0000078398,MC49818,2023-03-12 00:00:00,03395,GOLD,84,2023-05-22 00:00:00
0000078399,MC89894,2019-02-09 00:00:00,01730,GOLD,51,2019-09-23 00:00:00
0000078400,MC51218,2022-01-21 00:00:00,03227,GOLD,22,2022-05-20 00:00:00
0000078402,MC91613,2015-06-05 00:00:00,04892,GOLD,90,2016-02-01 00:00:00
0000078405,MC51943,2019-05-27 00:00:00,02992,SILVER,12,2020-03-11 00:00:00
0000078406,MC98430,2015-02-22 00:00:00,04338,SILVER,64,2015-08-31 00:00:00
0000078407,MC72835,2016-05-19 00:00:00,03211,GOLD,52,2016-11-15 00:00:00
0000078408,MC41741,2019-09-13 00:00:00,03563,GOLD,84,2020-04-11 00:00:00
0000078409,MC57029,2022-03-22 00:00:00,03034,GOLD,71,2022-11-13 00:00:00
0000078411,MC49582,2015-03-23 00:00:00,02583,MEMBER,82,2016-01-30 00:00:00
0000078414,MC49538,2016-11-13 00:00:00,01095,GOLD,28,2017-10-09 00:00:00
0000078417,MC91197,2022-06-25 00:00:00,04588,GOLD,72,2023-05-21 00:00:00
0000078418,MC92128,2022-09-03 00:00:00,01478,GOLD,70,2023-08-16 00:00:00
0000078419,MC63012,2020-01-13 00:00:00,02694,GOLD,76,2020-12-22 00:00:00
0000078421,MC46174,2017-04-26 00:00:00,00374,GOLD,60,2017-12-14 00:00:00
0000078422,MC36755,2021-02-24 00:00:00,01515,GOLD,66,2022-01-24 00:00:00
0000078423,MC96525,2019-03-05 00:00:00,01051,GOLD,15,2019-09-11 00:00:00
0000078425,MC94600,2020-02-23 00:00:00,01591,SILVER,49,2020-11-22 00:00:00
0000078427,MC72764,2021-12-11 00:00:00,01087,SILVER,5,2022-02-04 00:00:00
0000078428,MC10141,2019-06-07 00:00:00,03456,GOLD,56,2020-02-22 00:00:00
0000078429,MC53399,2016-09-18 00:00:00,02773,GOLD,87,2016-11-10 00:00:00
0000078430,MC78310,2021-02-27 00:00:00,00315,MEMBER,35,2021-09-11 00:00:00
0000078431,MC36919,2022-09-17 00:00:00,00716,GOLD,16,2022-11-02 00:00:00
0000078432,MC21389,2022-04-28 00:00:00,03903,SILVER,56,2023-04-08 00:00:00
0000078433,MC11552,2023-11-13 00:00:00,01467,GOLD,25,2024-06-10 00:00:00
0000078434,MC40527,2023-01-23 00:00:00,03707,MEMBER,18,2024-01-02 00:00:00
0000078435,MC73850,2020-12-05 00:00:00,03790,GOLD,34,2021-08-31 00:00:00
0000078436,MC55445,2017-10-16 00:00:00,01704,SILVER,34,2018-10-02 00:00:00
0000078437,MC75696,2018-05-13 00:00:00,04184,GOLD,80,2018-12-29 00:00:00
0000078438,MC84950,2021-01-28 00:00:00,00855,SILVER,36,2021-12-16 00:00:00
0000078441,MC47239,2023-06-10 00:00:00,04120,GOLD,94,2023-09-04 00:00:00
0000078444,MC74298,2021-12-21 00:00:00,04754,SILVER,2,2022-08-27 00:00:00
0000078446,MC60449,2016-05-30 00:00:00,01067,SILVER,23,2017-02-16 00:00:00
0000078448,MC55478,2020-06-26 00:00:00,04258,MEMBER,86,2021-01-27 00:00:00
0000078450,MC12699,2023-12-30 00:00:00,01495,SILVER,73,2024-06-17 00:00:00
0000078451,MC26508,2019-10-17 00:00:00,01476,SILVER,41,2020-02-03 00:00:00
0000078454,MC51703,2023-03-18 00:00:00,03304,SILVER,46,2023-07-16 00:00:00
0000078456,MC28372,2017-12-16 00:00:00,03806,MEMBER,69,2018-10-02 00:00:00
0000078457,MC48063,2018-09-13 00:00:00,04270,MEMBER,21,2019-01-11 00:00:00
0000078458,MC39460,2019-03-09 00:00:00,03673,MEMBER,0,2019-08-25 00:00:00
0000078462,MC12906,2016-08-04 00:00:00,01936,GOLD,42,2017-05-02 00:00:00
0000078467,MC31078,2015-12-28 00:00:00,00870,MEMBER,9,2016-12-05 00:00:00
0000078469,MC32227,2018-11-20 00:00:00,04323,MEMBER,16,2019-03-21 00:00:00
0000078470,MC50370,2016-06-19 00:00:00,04500,MEMBER,67,2017-02-12 00:00:00
0000078471,MC29952,2020-02-12 00:00:00,03362,SILVER,34,2020-06-27 00:00:00
0000078475,MC18088,2017-10-22 00:00:00,02195,MEMBER,26,2018-03-13 00:00:00
0000078476,MC21008,2023-09-20 00:00:00,00229,GOLD,65,2024-01-20 00:00:00
0000078478,MC49327,2020-06-01 00:00:00,02975,GOLD,13,2020-09-20 00:00:00
0000078479,MC57458,2015-12-16 00:00:00,01638,MEMBER,79,2016-07-08 00:00:00
0000078480,MC50470,2023-07-16 00:00:00,00312,GOLD,97,2024-03-28 00:00:00
0000078484,MC39513,2015-02-08 00:00:00,02781,GOLD,8,2015-12-14 00:00:00
0000078485,MC63634,2019-09-10 00:00:00,03178,MEMBER,4,2020-02-26 00:00:00
0000078488,MC76196,2016-07-12 00:00:00,03065,MEMBER,18,2016-09-24 00:00:00
0000078493,MC47571,2018-08-02 00:00:00,00780,SILVER,84,2018-09-22 00:00:00
0000078494,MC83926,2017-12-20 00:00:00,03828,MEMBER,72,2018-03-16 00:00:00
0000078495,MC97574,2021-05-09 00:00:00,01100,SILVER,17,2022-01-23 00:00:00
0000078497,MC64718,2023-03-06 00:00:00,02759,SILVER,83,2023-09-08 00:00:00
0000078499,MC28588,2018-05-23 00:00:00,04448,SILVER,59,2019-01-12 00:00:00
0000078500,MC63277,2017-11-13 00:00:00,01906,SILVER,15,2017-12-17 00:00:00
0000078501,MC96966,2017-07-08 00:00:00,01965,MEMBER,47,2017-12-25 00:00:00
0000078503,MC64765,2020-04-07 00:00:00,01999,MEMBER,45,2021-04-06 00:00:00
0000078505,MC16162,2016-06-15 00:00:00,04125,GOLD,40,2016-12-03 00:00:00
0000078507,MC44929,2017-06-08 00:00:00,01902,MEMBER,69,2017-12-02 00:00:00
0000078510,MC79407,2023-11-14 00:00:00,01911,SILVER,40,2024-08-18 00:00:00
0000078511,MC80726,2018-02-07 00:00:00,02343,SILVER,54,2019-01-19 00:00:00
0000078512,MC27264,2022-02-07 00:00:00,00049,MEMBER,7,2022-04-12 00:00:00
0000078513,MC18231,2018-04-28 00:00:00,01136,MEMBER,3,2019-01-31 00:00:00
0000078514,MC17679,2022-05-07 00:00:00,01538,MEMBER,45,2023-04-08 00:00:00
0000078516,MC80736,2018-02-06 00:00:00,01014,GOLD,97,2018-07-12 00:00:00
0000078517,MC20680,2019-07-05 00:00:00,02071,MEMBER,19,2020-07-02 00:00:00
0000078519,MC65409,2020-02-29 00:00:00,04296,GOLD,47,2020-04-25 00:00:00
0000078520,MC52469,2020-08-17 00:00:00,01977,GOLD,92,2021-03-30 00:00:00
0000078521,MC93838,2015-12-08 00:00:00,02630,SILVER,72,2016-09-24 00:00:00
0000078522,MC56786,2022-09-15 00:00:00,04249,MEMBER,0,2022-12-14 00:00:00
0000078523,MC45600,2021-06-17 00:00:00,02910,SILVER,73,2021-12-01 00:00:00
0000078524,MC74960,2021-02-03 00:00:00,01102,MEMBER,42,2021-07-26 00:00:00
0000078525,MC35289,2021-11-14 00:00:00,00154,MEMBER,56,2022-02-20 00:00:00
0000078526,MC22423,2018-06-23 00:00:00,03744,GOLD,46,2018-12-08 00:00:00
0000078527,MC41841,2021-04-23 00:00:00,02655,SILVER,14,2022-04-11 00:00:00
0000078531,MC62003,2023-04-28 00:00:00,03710,GOLD,31,2023-09-27 00:00:00
0000078533,MC30925,2015-07-13 00:00:00,02886,MEMBER,85,2015-12-25 00:00:00
0000078535,MC26246,2019-11-05 00:00:00,03758,MEMBER,98,2020-10-01 00:00:00
0000078536,MC60141,2015-08-09 00:00:00,00558,MEMBER,29,2016-04-19 00:00:00
0000078537,MC90941,2015-10-06 00:00:00,00710,GOLD,99,2015-11-10 00:00:00
0000078538,MC55591,2015-01-17 00:00:00,02745,GOLD,41,2015-10-13 00:00:00
0000078539,MC42374,2021-10-02 00:00:00,01132,MEMBER,22,2022-01-02 00:00:00
0000078540,MC85589,2015-04-10 00:00:00,01433,MEMBER,57,2016-02-03 00:00:00
0000078544,MC82565,2017-09-15 00:00:00,00558,SILVER,53,2018-07-29 00:00:00
0000078547,MC38006,2020-08-18 00:00:00,01738,GOLD,59,2021-05-11 00:00:00
0000078549,MC33925,2021-05-22 00:00:00,00957,MEMBER,50,2021-10-30 00:00:00
0000078551,MC34573,2020-06-15 00:00:00,01541,GOLD,53,2021-01-15 00:00:00
0000078556,MC18047,2018-12-07 00:00:00,01167,SILVER,24,2019-05-20 00:00:00
0000078559,MC20541,2016-11-27 00:00:00,03785,GOLD,16,2017-04-18 00:00:00
0000078560,MC82335,2020-09-15 00:00:00,03598,SILVER,23,2021-08-30 00:00:00
0000078561,MC84068,2016-09-18 00:00:00,04657,SILVER,70,2017-09-06 00:00:00
0000078562,MC67264,2018-12-18 00:00:00,02580,MEMBER,52,2019-07-29 00:00:00
0000078566,MC73234,2017-11-01 00:00:00,04862,SILVER,75,2018-09-24 00:00:00
0000078568,MC71904,2015-04-16 00:00:00,00093,SILVER,19,2015-06-03 00:00:00
0000078571,MC94349,2015-07-27 00:00:00,04932,GOLD,74,2016-02-12 00:00:00
0000078574,MC33289,2023-08-04 00:00:00,03260,SILVER,99,2024-02-29 00:00:00
0000078576,MC20628,2017-04-08 00:00:00,01120,GOLD,60,2018-01-26 00:00:00
0000078580,MC29579,2015-04-04 00:00:00,00094,SILVER,64,2016-03-29 00:00:00
0000078581,MC18930,2016-08-03 00:00:00,03708,GOLD,95,2017-05-05 00:00:00
0000078584,MC32297,2021-01-16 00:00:00,03297,GOLD,60,2021-07-08 00:00:00
0000078587,MC87266,2022-08-21 00:00:00,01601,GOLD,59,2022-11-13 00:00:00
0000078588,MC35672,2019-10-04 00:00:00,02237,GOLD,16,2020-06-25 00:00:00
0000078589,MC41852,2015-09-14 00:00:00,02755,SILVER,22,2016-02-22 00:00:00
0000078590,MC70372,2018-08-16 00:00:00,04942,GOLD,53,2019-02-19 00:00:00
0000078591,MC80214,2021-05-20 00:00:00,03986,GOLD,50,2022-01-06 00:00:00
0000078595,MC21848,2017-04-29 00:00:00,04895,GOLD,70,2018-01-07 00:00:00
0000078596,MC54202,2015-11-29 00:00:00,00336,GOLD,47,2016-03-25 00:00:00
0000078599,MC51734,2020-11-05 00:00:00,02379,MEMBER,7,2021-07-04 00:00:00
0000078602,MC85355,2015-02-17 00:00:00,02610,MEMBER,17,2015-11-10 00:00:00
0000078604,MC20943,2016-06-24 00:00:00,02947,SILVER,42,2017-01-20 00:00:00
0000078605,MC68121,2016-05-13 00:00:00,00691,GOLD,12,2017-04-19 00:00:00
0000078606,MC34236,2022-11-05 00:00:00,03555,MEMBER,18,2023-08-11 00:00:00
0000078607,MC53863,2015-05-11 00:00:00,03049,GOLD,46,2015-06-27 00:00:00
0000078611,MC52114,2020-03-15 00:00:00,04917,MEMBER,6,2020-11-13 00:00:00
0000078614,MC48170,2020-05-13 00:00:00,00779,MEMBER,57,2020-07-15 00:00:00
0000078615,MC85610,2015-05-03 00:00:00,00956,MEMBER,63,2016-01-13 00:00:00
0000078616,MC75010,2016-06-23 00:00:00,00335,SILVER,72,2017-04-13 00:00:00
0000078617,MC85362,2016-05-23 00:00:00,00079,GOLD,82,2017-03-27 00:00:00
0000078618,MC66627,2023-11-22 00:00:00,02212,GOLD,80,2024-03-15 00:00:00
0000078620,MC71434,2019-03-24 00:00:00,02691,MEMBER,52,2019-08-02 00:00:00
0000078621,MC89799,2023-06-13 00:00:00,02687,MEMBER,65,2024-04-21 00:00:00
0000078623,MC42421,2020-12-18 00:00:00,04294,SILVER,2,2021-06-30 00:00:00
0000078624,MC91453,2015-04-23 00:00:00,00292,MEMBER,47,2015-09-28 00:00:00
0000078625,MC28358,2017-10-28 00:00:00,03181,GOLD,5,2018-03-24 00:00:00
0000078626,MC85018,2021-03-17 00:00:00,03442,GOLD,57,2021-05-27 00:00:00
0000078627,MC79441,2020-07-09 00:00:00,00178,SILVER,7,2020-12-11 00:00:00
0000078628,MC58135,2021-10-02 00:00:00,03053,MEMBER,26,2022-02-26 00:00:00
0000078630,MC42700,2021-07-31 00:00:00,01827,SILVER,57,2022-04-16 00:00:00
0000078631,MC58620,2016-05-31 00:00:00,02906,SILVER,75,2017-03-01 00:00:00
0000078636,MC11493,2020-04-10 00:00:00,04375,SILVER,60,2020-05-23 00:00:00
0000078638,MC17926,2020-11-12 00:00:00,04013,SILVER,20,2021-10-08 00:00:00
0000078641,MC37199,2015-04-20 00:00:00,01700,SILVER,5,2015-09-12 00:00:00
0000078642,MC52115,2023-10-10 00:00:00,00839,SILVER,40,2024-04-12 00:00:00
0000078647,MC19087,2022-02-02 00:00:00,01957,SILVER,24,2022-06-11 00:00:00
0000078649,MC98086,2019-01-25 00:00:00,00054,GOLD,16,2019-11-09 00:00:00
0000078650,MC30161,2015-10-12 00:00:00,03746,SILVER,83,2016-09-23 00:00:00
0000078652,MC19679,2021-11-09 00:00:00,01822,MEMBER,38,2021-12-27 00:00:00
0000078653,MC46547,2019-04-06 00:00:00,04937,MEMBER,52,2019-06-19 00:00:00
0000078654,MC57686,2020-05-05 00:00:00,04992,GOLD,82,2021-02-02 00:00:00
0000078655,MC73759,2016-02-18 00:00:00,04840,MEMBER,11,2016-10-17 00:00:00
0000078657,MC88767,2023-05-08 00:00:00,00459,MEMBER,22,2024-01-28 00:00:00
0000078660,MC51620,2023-08-27 00:00:00,03441,SILVER,6,2024-01-06 00:00:00
0000078663,MC53529,2020-03-01 00:00:00,04511,GOLD,26,2021-01-30 00:00:00
0000078665,MC37577,2020-08-12 00:00:00,00087,SILVER,77,2021-07-31 00:00:00
0000078669,MC23701,2016-08-14 00:00:00,01333,MEMBER,43,2017-02-15 00:00:00
0000078670,MC35933,2019-11-16 00:00:00,01532,GOLD,59,2020-06-17 00:00:00
0000078672,MC61343,2022-08-25 00:00:00,04365,MEMBER,81,2023-02-24 00:00:00
0000078676,MC28638,2019-04-29 00:00:00,04612,MEMBER,43,2019-11-16 00:00:00
0000078678,MC41251,2016-06-09 00:00:00,01172,SILVER,36,2017-01-22 00:00:00
0000078680,MC30918,2023-05-29 00:00:00,03691,MEMBER,43,2023-10-28 00:00:00
0000078681,MC38686,2023-12-14 00:00:00,04327,SILVER,24,2024-10-04 00:00:00
0000078682,MC71852,2022-12-05 00:00:00,04103,SILVER,49,2023-04-28 00:00:00
0000078686,MC42718,2019-01-30 00:00:00,01083,MEMBER,15,2019-10-19 00:00:00
0000078690,MC72846,2019-02-19 00:00:00,02793,MEMBER,45,2020-01-21 00:00:00
0000078692,MC82257,2021-04-15 00:00:00,04558,MEMBER,88,2022-04-12 00:00:00
0000078694,MC53597,2016-11-06 00:00:00,01957,MEMBER,67,2017-07-01 00:00:00
0000078695,MC87962,2015-09-05 00:00:00,04258,MEMBER,67,2016-07-09 00:00:00
0000078696,MC98492,2016-07-26 00:00:00,03987,MEMBER,75,2017-06-03 00:00:00
0000078697,MC64148,2015-01-29 00:00:00,04926,GOLD,65,2016-01-02 00:00:00
0000078698,MC39459,2020-12-27 00:00:00,04883,GOLD,7,2021-04-18 00:00:00
0000078699,MC86489,2020-11-21 00:00:00,00253,SILVER,53,2021-07-31 00:00:00
0000078704,MC61825,2022-03-12 00:00:00,03838,GOLD,54,2022-06-23 00:00:00
0000078711,MC15093,2023-05-11 00:00:00,02096,MEMBER,56,2024-04-06 00:00:00
0000078712,MC89660,2015-06-05 00:00:00,02682,GOLD,40,2016-02-03 00:00:00
0000078719,MC94529,2015-05-10 00:00:00,02283,MEMBER,17,2015-11-03 00:00:00
0000078720,MC92582,2016-02-29 00:00:00,02444,SILVER,39,2016-11-22 00:00:00
